Id,fare
366,12.610646
367,7.558801
368,33.667380
369,12.811896
370,7.116636
371,7.396786
372,14.570350
373,9.665761
374,26.688430
375,7.538792
376,9.861115
377,11.695177
378,11.790229
379,12.382313
380,9.885217
381,25.083951
382,6.922418
383,9.452501
384,15.906792
385,12.227897
386,6.747729
387,8.670342
388,8.688116
389,49.135589
390,8.729628
391,12.326621
392,7.854201
393,8.898119
394,8.979470
395,8.675928
396,23.300130
397,50.795267
398,8.426868
399,13.089492
400,11.967543
401,10.739716
402,9.143622
403,25.100341
404,8.184070
405,7.670512
406,11.577105
407,16.670292
408,46.660649
409,10.317568
410,9.630314
411,11.029161
412,15.779444
413,6.524363
414,5.853817
415,15.118511
416,8.250462
417,12.542406
418,8.125504
419,8.896837
420,24.159581
421,6.960311
422,8.682851
423,19.544511
424,7.480931
425,9.341967
426,12.939388
427,9.195755
428,28.144547
429,17.398910
430,9.385347
431,9.581894
432,9.211042
433,7.278412
434,10.650811
435,11.796970
436,9.383213
437,16.053718
438,16.038069
439,11.377470
440,50.477023
441,8.343728
442,13.393233
443,6.798826
444,11.142977
445,12.109354
446,12.480871
447,9.196609
448,9.188226
449,9.334838
450,10.620149
451,11.669705
452,7.755573
453,14.227505
454,6.098518
455,11.097998
456,18.169344
457,9.646526
458,7.751594
459,18.642544
460,10.847293
461,9.096744
462,14.098621
463,10.997698
464,6.353606
465,7.792882
466,7.707353
467,26.487673
468,9.196426
469,18.674119
470,6.378783
471,16.631377
472,10.946185
473,8.645717
474,9.277027
475,8.759006
476,10.278060
477,11.549710
478,10.278884
479,6.053776
480,12.836134
481,11.622367
482,9.321974
483,6.789288
484,9.983393
485,9.488616
486,6.527873
487,8.454822
488,12.768731
489,49.846075
490,9.309319
491,31.870085
492,7.832890
493,10.719279
494,7.480129
495,51.006889
496,16.739124
497,10.884383
498,20.099136
499,12.417363
500,11.473966
501,12.217446
502,15.018015
503,17.844609
504,15.880541
505,9.401267
506,6.583410
507,6.724906
508,7.470383
509,14.631489
510,30.457155
511,8.387724
512,14.273786
513,11.123613
514,12.872916
515,9.389743
516,8.713561
517,8.177655
518,20.879185
519,9.360484
520,27.671116
521,11.323219
522,13.749586
523,11.959672
524,7.770259
525,11.431555
526,6.595714
527,26.087170
528,6.991648
529,13.906188
530,12.062937
531,27.113647
532,15.978264
533,12.305761
534,8.373267
535,10.880198
536,9.939435
537,7.127650
538,9.176056
539,6.626015
540,8.687714
541,11.413997
542,9.891392
543,6.676576
544,11.123450
545,9.791862
546,16.477711
547,7.376223
548,9.155768
549,7.692995
550,7.460274
551,7.473018
552,13.262492
553,13.699000
554,8.606524
555,16.430736
556,9.265981
557,18.096612
558,43.846629
559,5.869794
560,10.476435
561,8.057653
562,10.215997
563,10.726436
564,8.360975
565,6.534025
566,9.828230
567,6.974871
568,7.898483
569,8.955628
570,8.154271
571,22.119019
572,12.790305
573,7.483131
574,9.986804
575,15.738974
576,14.240117
577,11.800647
578,9.147365
579,9.362055
580,8.676739
581,15.837921
582,7.828565
583,8.310218
584,8.945651
585,9.822808
586,12.930855
587,12.075877
588,8.906298
589,7.302013
590,18.597660
591,7.067428
592,32.786013
593,11.561569
594,13.329945
595,15.134625
596,11.903220
597,12.219126
598,13.921644
599,8.621570
600,14.884384
601,18.987700
602,10.173859
603,6.128948
604,13.638740
605,21.409991
606,9.816720
607,13.050524
608,19.880281
609,14.126620
610,14.029970
611,8.960640
612,8.366767
613,12.583183
614,14.652584
615,7.034331
616,9.441001
617,9.118038
618,19.480053
619,7.866427
620,6.841954
621,11.060916
622,11.295819
623,10.666615
624,19.973852
625,12.685993
626,7.553156
627,6.969940
628,21.757846
629,16.157344
630,6.986903
631,6.586547
632,15.369145
633,8.622958
634,9.124903
635,8.695280
636,7.050646
637,12.442791
638,8.601207
639,7.536389
640,12.534983
641,15.391465
642,10.420646
643,9.497230
644,10.410046
645,9.107326
646,6.166029
647,9.943935
648,6.946740
649,15.568090
650,10.532494
651,7.418637
652,11.142652
653,12.599358
654,10.540769
655,12.494194
656,12.727527
657,9.771637
658,7.904831
659,7.916913
660,13.694612
661,8.320863
662,9.085834
663,9.231066
664,36.459646
665,6.134830
666,8.318021
667,7.709741
668,9.130421
669,12.233587
670,9.952202
671,8.772493
672,7.093786
673,11.622590
674,9.220369
675,9.440375
676,7.187513
677,10.104157
678,10.903777
679,9.246226
680,13.979122
681,7.620149
682,9.436329
683,8.836477
684,19.181588
685,11.649102
686,11.117732
687,15.158572
688,12.885962
689,13.954994
690,6.546904
691,6.561813
692,8.535484
693,9.055281
694,9.394772
695,7.821006
696,8.019680
697,7.721895
698,17.856828
699,11.911596
700,7.384156
701,9.386501
702,11.601417
703,7.464409
704,10.795936
705,22.343411
706,13.675600
707,11.971308
708,12.333554
709,13.405454
710,7.434923
711,8.792561
712,9.783574
713,9.874669
714,8.477660
715,18.192640
716,9.879637
717,12.566726
718,15.474357
719,8.769192
720,8.408920
721,10.109747
722,10.301409
723,5.952741
724,9.030734
725,17.421205
726,10.671692
727,5.804001
728,12.034669
729,9.304010
730,7.909556
731,22.199584
732,10.189775
733,8.603779
734,10.050829
735,8.399385
736,7.189406
737,8.471693
738,8.319386
739,8.302705
740,9.934638
741,11.673045
742,6.464997
743,8.699778
744,25.122571
745,6.395995
746,11.657427
747,9.759472
748,8.541919
749,13.958978
750,10.767805
751,10.286846
752,15.282108
753,10.329735
754,11.729315
755,8.950001
756,17.086545
757,23.427082
758,8.502785
759,7.852560
760,14.331448
761,7.414567
762,6.732252
763,10.756670
764,18.849212
765,13.214659
766,31.482641
767,11.417210
768,9.014341
769,16.432649
770,10.306127
771,6.154110
772,7.749480
773,9.300621
774,10.120318
775,21.046709
776,21.407906
777,7.929573
778,12.625926
779,8.501695
780,8.856451
781,7.328766
782,10.055669
783,6.566214
784,21.659671
785,10.362046
786,18.044064
787,9.055433
788,9.460307
789,16.155571
790,10.806641
791,9.199572
792,35.464374
793,10.565900
794,19.606489
795,8.591816
796,9.908090
797,10.348418
798,19.467746
799,50.894575
800,10.495594
801,12.874551
802,13.197542
803,21.730976
804,30.400053
805,12.005102
806,5.960935
807,8.131035
808,10.858141
809,13.020994
810,7.770004
811,11.138395
812,10.536571
813,8.940356
814,8.018556
815,24.003392
816,49.641840
817,11.037410
818,8.920819
819,11.515115
820,8.108575
821,18.449055
822,15.613778
823,48.320479
824,12.843466
825,18.164438
826,26.353495
827,15.941470
828,8.973979
829,7.212545
830,35.664251
831,36.935465
832,12.320790
833,11.028790
834,13.200152
835,7.785712
836,15.769085
837,9.467835
838,7.177277
839,25.977493
840,6.386645
841,8.940534
842,9.894303
843,8.569685
844,11.739448
845,6.581659
846,12.908074
847,8.224639
848,15.544166
849,11.984413
850,8.743503
851,9.171956
852,11.362535
853,16.197034
854,12.393743
855,9.660935
856,9.709755
857,13.409437
858,7.671829
859,11.038435
860,15.842176
861,7.797634
862,8.388012
863,22.828478
864,13.121075
865,8.206201
866,12.757586
867,9.230163
868,17.137504
869,10.785192
870,28.344461
871,10.036707
872,8.498542
873,13.902228
874,11.737851
875,13.766300
876,8.050792
877,12.718817
878,10.174354
879,11.812791
880,9.068002
881,9.932041
882,9.479129
883,10.151719
884,7.570806
885,11.868345
886,11.484156
887,8.219830
888,13.349234
889,7.080569
890,10.451374
891,12.224150
892,9.563914
893,7.586565
894,7.582904
895,5.868180
896,18.283511
897,8.340658
898,10.012223
899,7.143119
900,10.893162
901,18.147063
902,11.796454
903,13.267890
904,15.586023
905,11.221000
906,9.011483
907,10.623572
908,11.063402
909,10.502732
910,10.953538
911,11.668365
912,14.408291
913,9.106396
914,11.108256
915,9.255582
916,10.895930
917,35.718776
918,8.128824
919,7.978435
920,9.892318
921,18.428124
922,7.920339
923,10.452348
924,10.763692
925,10.253522
926,10.495563
927,6.270493
928,7.560448
929,7.973010
930,9.524080
931,14.153774
932,12.618735
933,16.522285
934,9.653909
935,5.378053
936,7.735554
937,11.392899
938,15.669974
939,15.553327
940,10.789959
941,5.327746
942,7.303688
943,7.827839
944,7.361347
945,14.686008
946,10.925231
947,19.524590
948,13.085021
949,12.653313
950,14.062011
951,6.834936
952,11.945721
953,9.912382
954,28.191095
955,17.948435
956,8.592812
957,54.077608
958,10.076395
959,8.524158
960,25.704514
961,9.586676
962,8.461868
963,11.150709
964,7.906601
965,11.814980
966,10.644491
967,7.089018
968,10.083120
969,49.711816
970,24.056119
971,11.131677
972,15.812396
973,7.958307
974,8.087266
975,17.542353
976,6.327335
977,13.178352
978,11.566484
979,10.761332
980,8.567026
981,21.070369
982,10.639802
983,9.790734
984,6.961326
985,42.011987
986,8.103569
987,25.429361
988,8.042693
989,8.305739
990,12.812498
991,9.153290
992,8.345025
993,10.368685
994,7.720915
995,11.084976
996,9.447219
997,14.618219
998,12.522848
999,12.067527
1000,26.795108
1001,9.447810
1002,10.919504
1003,21.472088
1004,9.799531
1005,14.187866
1006,25.059390
1007,11.458973
1008,50.192331
1009,13.694440
1010,12.920174
1011,9.832241
1012,8.490595
1013,8.290351
1014,9.151473
1015,24.303931
1016,9.252506
1017,7.138829
1018,10.641782
1019,8.609589
1020,14.890802
1021,12.691853
1022,7.157849
1023,10.161666
1024,18.822079
1025,22.190875
1026,8.362272
1027,11.847770
1028,5.355811
1029,9.102474
1030,9.787446
1031,9.671658
1032,12.119358
1033,7.653236
1034,10.352050
1035,6.763447
1036,9.792459
1037,8.838006
1038,12.575693
1039,14.897107
1040,8.737341
1041,7.277671
1042,9.875253
1043,6.685581
1044,9.432977
1045,10.188371
1046,10.286366
1047,9.932628
1048,10.378211
1049,10.552993
1050,5.778598
1051,8.993084
1052,9.394708
1053,19.073309
1054,8.199248
1055,6.781902
1056,8.408145
1057,7.661172
1058,10.748923
1059,20.709094
1060,10.095859
1061,8.059792
1062,13.052730
1063,12.754022
1064,8.948233
1065,10.527643
1066,9.042740
1067,5.981870
1068,38.396184
1069,9.897135
1070,20.020436
1071,8.848395
1072,9.260312
1073,7.348511
1074,11.422140
1075,8.460718
1076,15.262890
1077,18.287656
1078,6.894246
1079,11.994926
1080,20.821718
1081,9.428114
1082,10.933957
1083,11.869344
1084,16.552769
1085,11.021618
1086,13.334172
1087,7.000442
1088,10.409236
1089,10.297770
1090,7.493648
1091,12.307550
1092,9.066626
1093,30.488175
1094,7.647580
1095,9.324403
1096,12.951137
1097,29.513830
1098,6.924975
1099,5.745539
1100,8.286695
1101,15.692145
1102,9.287814
1103,12.180725
1104,5.847506
1105,9.436811
1106,12.711589
1107,8.319743
1108,8.417414
1109,13.550108
1110,7.239844
1111,9.843164
1112,6.695061
1113,12.893419
1114,8.438662
1115,10.834472
1116,7.222201
1117,9.084804
1118,8.079480
1119,11.928722
1120,11.552649
1121,13.650587
1122,21.900097
1123,12.646216
1124,9.216525
1125,10.762502
1126,14.114247
1127,8.094837
1128,9.651674
1129,12.242127
1130,17.038970
1131,8.217078
1132,16.963504
1133,7.550874
1134,12.771219
1135,6.512006
1136,11.875894
1137,8.143015
1138,9.305185
1139,8.195597
1140,14.195570
1141,8.587223
1142,9.720377
1143,13.128699
1144,11.316711
1145,7.350920
1146,8.781444
1147,26.675359
1148,6.883213
1149,11.152025
1150,10.537320
1151,10.226620
1152,9.021612
1153,8.273094
1154,8.074325
1155,12.176374
1156,34.236540
1157,9.319201
1158,7.274617
1159,20.493766
1160,8.792155
1161,7.029266
1162,8.980636
1163,7.863554
1164,8.760206
1165,10.652700
1166,8.708479
1167,10.591006
1168,9.340232
1169,10.829515
1170,16.275148
1171,13.567433
1172,9.073171
1173,15.202347
1174,20.989167
1175,8.627755
1176,7.169374
1177,17.196718
1178,8.992398
1179,18.008144
1180,8.837002
1181,8.695807
1182,6.959103
1183,16.464414
1184,13.000394
1185,17.138873
1186,10.343532
1187,15.050917
1188,9.513473
1189,10.168556
1190,13.886662
1191,11.146101
1192,7.549003
1193,7.444835
1194,19.436300
1195,15.163273
1196,27.576467
1197,9.752355
1198,7.598322
1199,9.246778
1200,19.530711
1201,9.215771
1202,14.324353
1203,9.413152
1204,12.258849
1205,10.686196
1206,7.213131
1207,19.437674
1208,14.907563
1209,8.769559
1210,9.710994
1211,9.054495
1212,13.078825
1213,10.670187
1214,10.459449
1215,8.451358
1216,16.384444
1217,11.640428
1218,8.802864
1219,28.771211
1220,9.188917
1221,6.798784
1222,19.334545
1223,10.308033
1224,43.929891
1225,22.643613
1226,53.374716
1227,8.477638
1228,8.781091
1229,10.835535
1230,13.660141
1231,12.575640
1232,5.964697
1233,9.010612
1234,6.981000
1235,49.780620
1236,9.417735
1237,8.182764
1238,8.528709
1239,7.972646
1240,8.308179
1241,11.776727
1242,8.853390
1243,6.797761
1244,30.022166
1245,8.233212
1246,10.201501
1247,14.229966
1248,7.698844
1249,11.790664
1250,6.879927
1251,7.977234
1252,8.054709
1253,8.059624
1254,16.699397
1255,6.834456
1256,8.455671
1257,8.845910
1258,25.504023
1259,9.822699
1260,8.714843
1261,6.097046
1262,13.705543
1263,19.777798
1264,9.449352
1265,6.782222
1266,8.118037
1267,9.919364
1268,10.962385
1269,6.705729
1270,11.444939
1271,10.590537
1272,9.123326
1273,15.789824
1274,11.412972
1275,10.814697
1276,10.195457
1277,7.541811
1278,8.389847
1279,9.861918
1280,6.899447
1281,8.785611
1282,6.263361
1283,10.923817
1284,10.767868
1285,8.783372
1286,6.734674
1287,7.621136
1288,11.625088
1289,6.378031
1290,18.775447
1291,11.437153
1292,17.952976
1293,24.587818
1294,6.612101
1295,17.215021
1296,10.061734
1297,8.157906
1298,11.571997
1299,14.676828
1300,44.466611
1301,6.466245
1302,9.207088
1303,11.534905
1304,12.636913
1305,8.740341
1306,9.506614
1307,6.950587
1308,10.212250
1309,8.122694
1310,9.177236
1311,8.370834
1312,11.328663
1313,14.853198
1314,5.834999
1315,19.078661
1316,6.468052
1317,11.187194
1318,5.918281
1319,7.143139
1320,8.411036
1321,7.361112
1322,7.752437
1323,9.985813
1324,10.024460
1325,8.406283
1326,11.013110
1327,14.619885
1328,53.140152
1329,8.533283
1330,23.878351
1331,7.206686
1332,7.611502
1333,8.307020
1334,15.976373
1335,48.359766
1336,9.733058
1337,6.358305
1338,6.061091
1339,13.547205
1340,20.909764
1341,8.618335
1342,11.354419
1343,12.631390
1344,10.276736
1345,8.093896
1346,8.167818
1347,9.935881
1348,8.821840
1349,8.401282
1350,7.523940
1351,9.329184
1352,9.472790
1353,9.181048
1354,10.664518
1355,13.189958
1356,8.411426
1357,7.816938
1358,16.311832
1359,6.453966
1360,8.647623
1361,51.613441
1362,11.317926
1363,9.965128
1364,8.329436
1365,10.354837
1366,16.748034
1367,12.223478
1368,19.016533
1369,10.015384
1370,18.430062
1371,13.556930
1372,29.015682
1373,9.539376
1374,9.529312
1375,7.033757
1376,8.733637
1377,7.234816
1378,18.445683
1379,6.863015
1380,7.527528
1381,12.984066
1382,8.530138
1383,9.176718
1384,25.136868
1385,9.679033
1386,11.453322
1387,7.179289
1388,7.726590
1389,8.418016
1390,7.455530
1391,15.227353
1392,7.788779
1393,6.699533
1394,9.641232
1395,6.913968
1396,8.603790
1397,6.895177
1398,9.387195
1399,7.931517
1400,8.047790
1401,7.224856
1402,8.709032
1403,8.441405
1404,9.123193
1405,9.444006
1406,6.457629
1407,7.514572
1408,7.049816
1409,7.993632
1410,43.120366
1411,10.941653
1412,7.864337
1413,8.142829
1414,11.369841
1415,10.731893
1416,28.407666
1417,9.947124
1418,12.286884
1419,10.344640
1420,8.886745
1421,9.653668
1422,9.344996
1423,7.552539
1424,7.904706
1425,15.664114
1426,9.206290
1427,9.810348
1428,22.357411
1429,13.262443
1430,7.811327
1431,6.293618
1432,14.160390
1433,6.798226
1434,14.285374
1435,10.096988
1436,16.339272
1437,5.986238
1438,46.206545
1439,11.319620
1440,11.591665
1441,47.754975
1442,7.942021
1443,13.914658
1444,8.318088
1445,8.320428
1446,19.567131
1447,10.314653
1448,13.679297
1449,26.045866
1450,7.868611
1451,9.478883
1452,12.169426
1453,8.175762
1454,16.426529
1455,51.331627
1456,7.252349
1457,10.884392
1458,7.283147
1459,10.661091
1460,8.928562
1461,9.522090
1462,7.787404
1463,9.197077
1464,11.027975
1465,6.022708
1466,24.254319
1467,8.937050
1468,25.036606
1469,9.727758
1470,8.202189
1471,9.236506
1472,10.915232
1473,10.316264
1474,8.237356
1475,10.746786
1476,7.893741
1477,14.438398
1478,18.597878
1479,7.217741
1480,8.740511
1481,9.021480
1482,17.967464
1483,5.531017
1484,7.824622
1485,11.137861
1486,16.749743
1487,21.706943
1488,32.881162
1489,7.731873
1490,9.671183
1491,13.874651
1492,8.339416
1493,10.013588
1494,25.664608
1495,6.666800
1496,8.540606
1497,9.181935
1498,50.377217
1499,12.255287
1500,7.442496
1501,13.945206
1502,34.273710
1503,13.655416
1504,9.031320
1505,13.235830
1506,8.412062
1507,14.550107
1508,7.575291
1509,7.063401
1510,7.440705
1511,8.844103
1512,11.817679
1513,15.176730
1514,12.206043
1515,8.466850
1516,7.879504
1517,26.122233
1518,14.635173
1519,11.893110
1520,18.868120
1521,51.342912
1522,6.501147
1523,10.552564
1524,11.255669
1525,8.146876
1526,9.159572
1527,51.280239
1528,13.680174
1529,11.917054
1530,10.199218
1531,10.828924
1532,6.889682
1533,12.932942
1534,8.037877
1535,9.604819
1536,17.203021
1537,9.397345
1538,12.189584
1539,8.875970
1540,11.080040
1541,16.160668
1542,7.456003
1543,13.368259
1544,6.651509
1545,11.026867
1546,6.438868
1547,13.332958
1548,9.802055
1549,10.862779
1550,10.966521
1551,9.758887
1552,8.181406
1553,8.592546
1554,7.760577
1555,23.667895
1556,5.982275
1557,10.595744
1558,7.325519
1559,20.476977
1560,11.064254
1561,9.426941
1562,9.777207
1563,11.100945
1564,9.108539
1565,9.870870
1566,13.367531
1567,6.947501
1568,7.350395
1569,8.745544
1570,8.050101
1571,9.251321
1572,5.686356
1573,23.682134
1574,10.422994
1575,6.546431
1576,21.041250
1577,27.487642
1578,20.184163
1579,8.286335
1580,11.499584
1581,15.406339
1582,13.715542
1583,10.655646
1584,20.285798
1585,10.039770
1586,10.331345
1587,11.244225
1588,10.036974
1589,19.841753
1590,11.349817
1591,8.023245
1592,12.265543
1593,10.919550
1594,12.583493
1595,15.483855
1596,8.958535
1597,8.923429
1598,13.171173
1599,8.820249
1600,10.206466
1601,12.192197
1602,11.282391
1603,8.287298
1604,9.044665
1605,9.853240
1606,7.790104
1607,8.900968
1608,23.952599
1609,11.791714
1610,12.851901
1611,49.773468
1612,7.258383
1613,15.769514
1614,8.089210
1615,11.046537
1616,9.028073
1617,9.766510
1618,8.845108
1619,8.608645
1620,7.779152
1621,105.928971
1622,10.646512
1623,7.208237
1624,9.869809
1625,7.538434
1626,8.121798
1627,13.687030
1628,7.095127
1629,6.962525
1630,12.382497
1631,7.090612
1632,7.926390
1633,13.106374
1634,7.904633
1635,23.528021
1636,6.676164
1637,6.467065
1638,18.068305
1639,11.821506
1640,13.183052
1641,7.082959
1642,9.401062
1643,12.697353
1644,11.631726
1645,8.895553
1646,9.568192
1647,27.580506
1648,10.165387
1649,8.432475
1650,10.596295
1651,6.969351
1652,11.043819
1653,10.820264
1654,7.673818
1655,9.725822
1656,13.393056
1657,9.809632
1658,14.854586
1659,11.638453
1660,8.985057
1661,13.615576
1662,15.968489
1663,6.220124
1664,10.722740
1665,9.020876
1666,9.538283
1667,17.922530
1668,9.245925
1669,7.236463
1670,10.570700
1671,11.857992
1672,54.296465
1673,8.148562
1674,24.463488
1675,10.806549
1676,9.654266
1677,11.219651
1678,17.544742
1679,10.846577
1680,14.321100
1681,6.777668
1682,9.069954
1683,6.999012
1684,9.093888
1685,9.883771
1686,8.931816
1687,9.717534
1688,6.124282
1689,14.253786
1690,11.588135
1691,20.900663
1692,7.925254
1693,15.711207
1694,11.405348
1695,16.319223
1696,12.804562
1697,10.678552
1698,10.682598
1699,14.724792
1700,12.546663
1701,6.645967
1702,10.055525
1703,10.045631
1704,9.127899
1705,18.902008
1706,8.838671
1707,6.566863
1708,56.853294
1709,10.709914
1710,8.048518
1711,10.834604
1712,20.928542
1713,50.384053
1714,10.749765
1715,10.326966
1716,22.853165
1717,13.400450
1718,14.177809
1719,10.808624
1720,10.373924
1721,13.256361
1722,15.142885
1723,10.289472
1724,13.077630
1725,9.362994
1726,16.222963
1727,21.929277
1728,7.145680
1729,7.871970
1730,11.509562
1731,9.103220
1732,7.563256
1733,8.775288
1734,6.970901
1735,11.423172
1736,8.804676
1737,20.632108
1738,10.372638
1739,12.193936
1740,9.106936
1741,17.078953
1742,7.694287
1743,11.079676
1744,13.993158
1745,8.843438
1746,9.801226
1747,6.896288
1748,24.629846
1749,13.755451
1750,5.705310
1751,6.604510
1752,7.713461
1753,8.786749
1754,6.625352
1755,5.859988
1756,8.286051
1757,7.344224
1758,8.051119
1759,20.022676
1760,9.035296
1761,5.955388
1762,8.513373
1763,12.157405
1764,8.089513
1765,11.033210
1766,8.937506
1767,8.671344
1768,6.414836
1769,6.370674
1770,10.036275
1771,11.199098
1772,17.569245
1773,9.742985
1774,15.308390
1775,10.263535
1776,9.696832
1777,41.514456
1778,10.505019
1779,13.736619
1780,12.747304
1781,7.976574
1782,10.622250
1783,14.178702
1784,8.555936
1785,10.352692
1786,20.774107
1787,7.217956
1788,9.767754
1789,13.165510
1790,12.249533
1791,8.589811
1792,7.054420
1793,8.079972
1794,10.748171
1795,7.705382
1796,7.251011
1797,12.665424
1798,9.598998
1799,9.839310
1800,11.142780
1801,7.982716
1802,5.735437
1803,5.945154
1804,8.844315
1805,8.223342
1806,10.109984
1807,9.425881
1808,25.045435
1809,8.492915
1810,7.061791
1811,10.443896
1812,9.947358
1813,11.432217
1814,9.599098
1815,6.242251
1816,8.410821
1817,15.919146
1818,11.101134
1819,9.002559
1820,10.105703
1821,18.901917
1822,12.198027
1823,15.734398
1824,13.385302
1825,13.253515
1826,23.371216
1827,14.385493
1828,14.551675
1829,10.584660
1830,7.253898
1831,14.379739
1832,8.132602
1833,6.989275
1834,10.115832
1835,7.147429
1836,7.676197
1837,14.845683
1838,8.649607
1839,15.621996
1840,14.121615
1841,10.557615
1842,15.181655
1843,7.356766
1844,11.895804
1845,7.674013
1846,9.594137
1847,20.390816
1848,8.791712
1849,6.175884
1850,7.735985
1851,8.840986
1852,12.445435
1853,11.015287
1854,7.815575
1855,9.478542
1856,9.479264
1857,8.543371
1858,10.836515
1859,8.831610
1860,10.986518
1861,13.866652
1862,12.249768
1863,20.268845
1864,10.206099
1865,9.856222
1866,11.299537
1867,8.513677
1868,9.813805
1869,10.965407
1870,7.900309
1871,9.895413
1872,22.208361
